인스턴스 타입,플랫폼,개수,리전,온디멘드 시간당 비용,Standard RI(1년) 할인율,Converterble RI(1년) 할인율,Standard RI(3년) 할인율,Converterble RI(3년) 할인율,Instance Savings Plan(1년) 할인율,Compute Savings Plan(1년) 할인율,Instance Savings Plan(1년) 할인율,Compute Savings Plan(3년) 할인율
t3.micro,Linux/UNIX,3,ap-east-1
