인스턴스 타입,플랫폼,개수,리전,온디멘드 시간당 비용,Standard RI(1년) 할인율,Converterble RI(1년) 할인율,Standard RI(3년) 할인율,Converterble RI(3년) 할인율,Instance Savings Plan(1년) 할인율,Compute Savings Plan(1년) 할인율,Instance Savings Plan(1년) 할인율,Compute Savings Plan(3년) 할인율
c6i.xlarge,Windows,12,ap-southeast-1
c6i.4xlarge,Linux/UNIX,1,ap-southeast-1
